551976,8843829,104,507,59,6,49,2
988115,13759553,73,507,44,19,21,2
420456,15128148,59,505,76,2,70,3
777199,11377656,85,502,56,4,48,6
2222939,23307757,55,501,38,5,31,1
3828002,18338062,303,496,27,1,24,2
1522858,1914536,352,493,28,2,17,2
25300673,16549534,822,490,45,9,31,2
256232,526690,91,484,63,0,59,2
1128642,2046978,232,481,73,1,69,2
2790200,11170340,209,480,70,42,25,2
1039033,5447240,132,476,70,13,53,1
521410,13055344,83,470,44,1,42,3
5800687,20016672,301,469,67,12,49,3
2538642,6276961,218,467,34,2,28,7
1087351,2700270,122,467,82,34,45,1
624115,14469244,35,466,24,1,22,3
1205500,4868135,121,465,32,2,26,3
12175624,376020,512,463,25,0,22,2
4350557,5232530,464,462,75,3,64,2
31258941,15460812,2215,461,61,11,44,3
1185544,7787590,157,459,24,3,18,2
758123,4366742,196,458,66,2,61,2
384368,476427,55,457,30,3,25,3
2764096,10123664,218,455,30,3,24,7
393407,1957614,61,452,52,2,47,6
525232,1099587,41,451,31,0,29,1
6366016,10622223,601,447,58,7,46,7
85851,437142,55,443,37,14,21,1
225830,2237058,38,442,64,47,15,2
682915,336377,81,442,30,1,26,2
598307,14803704,31,441,24,0,23,1
7718725,11510500,631,437,40,1,36,1
30024252,747154,2284,437,64,2,57,3
19544,378654,25,433,79,0,76,1
309033,5131671,99,428,59,16,40,1
3588309,306124,367,427,18,0,16,1
320082,1064011,95,422,16,1,14,2
2170225,11148916,162,417,24,2,19,5
1246832,27527948,52,417,19,1,17,4
0,430567,102,415,36,0,34,1
1973938,3965680,219,414,41,3,35,3
2639533,2310842,1000,402,42,3,35,7
5694455,8743988,214,397,37,7,26,2
4156459,3122188,250,395,48,1,45,2
1109,419063,20,395,34,0,31,1
134252,5238020,19,392,60,3,52,1
2393146,1252846,205,391,64,11,46,4
23633995,3037287,1222,389,33,2,28,3
1399204,591718,89,387,23,0,21,1
238160,8272786,57,386,79,17,58,2
7237664,18516557,265,385,66,41,23,2
7425818,780280,326,383,31,0,29,1
1249642,453475,149,383,53,2,50,2
1656324,196628,79,382,37,0,35,1
745110,1646776,113,382,77,2,72,4
178747,2100784,91,382,32,1,29,2
340014,7523107,31,381,25,0,22,2
11080825,4838111,287,379,68,1,62,4
28163736,3768569,769,379,34,4,25,3
43524,7836512,27,379,40,0,38,1
414936,6788783,1904,373,23,1,19,1
462679,1448826,323,373,80,4,72,1
176360,1505163,240,370,30,0,27,1
162311,975318,128,369,50,2,46,1
3594188,13577548,173,367,76,37,36,1
581078,9656404,44,366,17,0,16,1
5994540,4168581,367,366,66,1,44,3
24580,645952,21,366,75,15,58,1
290835,1586482,61,364,26,3,21,3
3308531,5762419,190,363,35,7,26,1
1711178,3640264,258,363,37,5,29,4
6792801,4997966,324,362,24,1,20,2
1703575,12685385,114,360,52,8,40,4
1853603,3851188,318,356,46,6,37,6
21066702,3409374,693,354,40,3,35,4
2657073,4789480,201,351,36,1,33,4
81936,4235158,18,349,27,1,24,3
2324658,3762367,261,341,28,10,15,4
4041871,7710342,271,340,31,2,27,5
5390457,5015023,579,334,25,1,22,1
6117179,6251785,441,332,24,1,20,4
48536,1521904,10,332,11,0,10,1
988242,1837021,137,330,72,4,66,2
12643169,9850413,1385,329,51,3,45,2
42969710,10542380,1216,327,15,8,5,2
1442828,295948,168,325,66,0,62,1
60883,756124,12,324,31,0,28,2
8770000,9710391,285,321,58,3,51,1
513586,527602,123,321,38,1,35,4
1824362,2365666,160,319,23,1,18,2
2661648,1070124,201,318,20,2,15,6
1490,232570,28,316,30,0,27,1
3150130,4474141,139,315,36,1,33,3
742694,2481249,188,312,30,10,17,6
8605446,757228,531,311,16,1,13,1
8089586,4996076,679,308,32,4,26,2
509120,1013847,67,308,6,1,4,2
467915,2103503,41,308,35,0,32,2
689132,1356451,73,307,45,1,42,2
10193144,10265821,192,302,30,1,25,2
1520951,1381820,209,302,15,3,10,2
1493400,2796672,83,301,74,7,63,2
4837572,2415298,292,297,45,1,40,5
1722689,2011647,60,296,22,1,19,5
452225,2826682,120,293,87,32,53,2
1414071,2837848,93,290,28,3,22,5
3452117,1155928,202,287,44,1,41,2
3456838,4168551,247,286,43,8,32,2
6607701,6312340,461,283,27,6,18,6
257153,6532523,19,282,18,2,15,1
69084,3192907,11,281,50,6,41,2
499638,12515513,21,280,35,0,32,1
4268130,1835201,428,280,38,1,32,3
55099,3793793,19,280,36,1,32,2
924348,11318137,43,278,39,9,26,2
149099,541379,91,278,25,0,23,2
1842122,1172977,257,276,29,2,23,2
21873947,1867393,61,276,41,2,36,4
17243824,1265943,1606,275,18,1,14,3
200065,1297801,80,274,47,2,42,3
12656040,3741821,733,273,49,2,44,4
321262,4981614,16,270,28,0,26,1
9161217,4119723,681,270,51,6,42,3
2935350,24757249,80,269,47,1,43,4
753899,4835549,139,269,29,2,24,3
517879,2514938,104,267,81,11,66,2
481826,4725056,45,267,34,5,26,2
3855393,4812000,460,267,29,1,26,5
34847050,6842259,1328,266,64,8,52,4
1300102,5931319,116,262,21,7,12,1
11800418,2403323,2059,262,22,3,16,1
378615,10333197,19,258,26,5,18,2
4133119,3281748,99,257,27,2,22,2
48190828,2068356,2876,257,26,6,16,5
661642,1254792,84,256,52,1,45,2
332402,5377808,38,253,24,0,22,1
3211957,1101679,135,253,50,1,46,3
602337,2913207,143,249,51,2,47,2
9843,523679,61,246,68,0,65,2
51577176,2888377,3101,246,33,2,27,3
1743099,1170494,229,245,39,1,35,6
1106366,2559887,107,242,45,2,41,1
13938417,1645197,1358,241,27,0,24,2
1582685,5875746,98,240,32,1,29,1
1204556,2017310,138,240,45,5,36,6
21939,1950389,21,239,19,0,16,2
925525,869832,63,238,22,1,20,2
722381,13517443,73,237,24,4,17,3
613338,2973035,129,233,32,2,27,4
47253656,2596415,2791,232,27,2,23,3
230402,812762,24,230,65,0,61,1
15172514,3217915,752,228,69,2,58,3
14277560,2281020,2207,228,18,2,13,1
1899670,12439073,129,225,60,19,37,2
