集团编号,HP编号,热点名称,热点类型,地址,省份,地市,县市,所属分局（分公司）,经度,纬度,代维公司,IP地址段,接入方式,热点等级,集成商,业主联系人,联系方式,WLAN干放数量,是否有室分,接入电路编号,POP,业务VLAN,PVLAN,管理VLAN,接入域,端口类型,覆盖区域,AP数量,创建时间,备注,导入编号,所属AC名称,场点名称,热点状态,地标,集团经度,集团纬度,
CT_zj_580d9902409,800399107,岱山长涂卫生队电信杆, 其他,岱山长途,浙江,舟山市,岱山县,岱山分公司,122.30623,30.25494,金州,183.152.192.2-183.152.207.254,光纤,C,工程局SY,魏幸淑,15305807947,0,是,,,1085,1023,3000,ZS-DH-NZ-1.domain,以太网,长涂卫生队,1,2011-05-30,,CT_zj_5809930036,网件AC6（虚）,,正常热点,岱山长涂卫生队电信杆,,,
CT_zj_580c0802431,800408082,嵊泗菜园星岛咖啡, 休闲娱乐吧,嵊泗星岛咖啡,浙江,舟山市,嵊泗县,嵊泗分公司,122.45444,30.72443,金州,183.152.192.2-183.152.207.254,光纤,A,工程局FZ,阮卫其,13395801152,0,否,,,1587,1024,3024,ZS-DH-NZ-1.domain,以太网,星岛咖啡内,1,2011-06-02,,CT_zj_5800840006,网件AC22（虚）,,正常热点,嵊泗菜园星岛咖啡,,,
CT_zj_580c9902433,800499084,嵊泗菜园乡镇企业大楼PHS, 其他,嵊泗乡镇企业大楼PHS,浙江,舟山市,嵊泗县,嵊泗分公司,122.45213,30.72687,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1581,1024,3024,ZS-DH-NZ-1.domain,以太网,沙河路和云龙路附近店铺街道,1,2011-06-02,,CT_zj_5809940033,网件AC22（虚）,,正常热点,嵊泗菜园乡镇企业大楼PHS,,,
CT_zj_580c9902434,800499085,嵊泗基湖隧道公路所宿舍楼PHS, 其他,嵊泗公路所宿舍楼（基湖隧道),浙江,舟山市,嵊泗县,嵊泗分公司,122.4529,30.72232,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1584,1024,3024,ZS-DH-NZ-1.domain,以太网,东海附近店面街道,1,2011-06-02,,CT_zj_5809940034,网件AC22（虚）,,正常热点,嵊泗基湖隧道公路所宿舍楼PHS,,,
CT_zj_580c9902435,800499086,嵊泗菜园邮盘弄10号邮局老宿舍PHS, 其他,嵊泗邮盘弄10号邮局老宿舍PHS,浙江,舟山市,嵊泗县,嵊泗分公司,122.45255,30.72562,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,阮卫其,13395801152,0,否,,,1585,1024,3024,ZS-DH-NZ-1.domain,以太网,嵊泗邮盘弄附近分流,1,2011-06-02,,CT_zj_5809940035,网件AC22（虚）,,正常热点,嵊泗菜园邮盘弄10号邮局老宿舍PHS,,,
CT_zj_580a9902437,800199335,定海甬东鱼庄, 其他,定海甬东鱼庄,浙江,舟山市,定海县,定海分公司,122.14504,30.00715,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,顾磊,15305809609,0,否,,,12,1001,3000,ZS-DH-NZ-1.domain,以太网,甬东鱼庄,2,2011-06-02,,CT_zj_5809910058,贝尔AC38（虚）,,正常热点,定海甬东鱼庄,,,
CT_zj_580d0502481,800305108,岱山衢山中学8号宿舍楼, 学校,岱山大衢,浙江,舟山市,岱山县,岱山分公司,122.30141,30.45686,金州,183.152.192.2-183.152.207.254,光纤,B,工程局SY,魏幸淑,15305807947,0,否,,,1093,1023,3024,ZS-DH-NZ-1.domain,以太网,大衢中学8号宿舍4楼,1,2011-06-09,,CT_zj_5800530003,网件AC6（虚）,,正常热点,岱山衢山中学8号宿舍楼,,,
CT_zj_580d9902501,800399109,岱山高亭蓬莱阳光37幢, 其他,岱山高亭,浙江,舟山市,岱山县,岱山分公司,122.21722,30.25175,金州,183.152.192.2-183.152.207.254,光纤,B,工程局SY,魏幸淑,15305807947,0,否,,,2002,1003,3000,ZS-DH-NZ-1.domain,以太网,蓬莱阳光37幢,1,2011-06-14,,CT_zj_5809930037,贝尔AC38（虚）,,正常热点,岱山高亭蓬莱阳光37幢,,,
CT_zj_580b9902562,800299406,普陀东港海州路224号新面子美肤店室外, 其他,普陀东港海州路224号（新面子美肤店）-1,浙江,舟山市,普陀县,普陀分公司,122.31665,29.95737,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,42,1002,3000,ZS-DH-NZ-1.domain,以太网,海洲路,2,2011-06-23,,CT_zj_5809920116,贝尔AC41（虚）,,正常热点,普陀东港海州路224号新面子美肤店室外,,,
CT_zj_580b9902563,800299407,普陀东港海华路333号对面P014电信杆, 其他,东港海华路333号对面 P014杆-1,浙江,舟山市,普陀县,普陀分公司,122.3122,29.96469,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,43,1002,3000,ZS-DH-NZ-1.domain,以太网,海华路,2,2011-06-23,,CT_zj_5809920117,贝尔AC41（虚）,,正常热点,普陀东港海华路333号对面P014电信杆,,,
CT_zj_580b9902564,800299408,普陀东港海莲路385号店铺室外, 其他,普陀东港海莲路385号店铺-2,浙江,舟山市,普陀县,普陀分公司,122.30978,29.96358,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,45,1002,3000,ZS-DH-NZ-1.domain,以太网,海莲路,2,2011-06-23,,CT_zj_5809920118,贝尔AC41（虚）,,正常热点,普陀东港海莲路385号店铺室外,,,
CT_zj_580b9902566,800299410,普陀东港金城街176号金桥中介所室外, 其他,普陀东港金城街176号金桥中介所-2,浙江,舟山市,普陀县,普陀分公司,122.31474,29.96377,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局SY,乐谋勋,15305808705,0,否,,,47,1002,3000,ZS-DH-NZ-1.domain,以太网,金城路,2,2011-06-23,,CT_zj_5809920120,贝尔AC41（虚）,,正常热点,普陀东港金城街176号金桥中介所室外,,,
CT_zj_580b9902570,800299414,普陀东港海莲路360号剑南春酒业左侧山墙室外, 其他,普陀东港海莲路360号{剑南春酒业左侧山墙)-2,浙江,舟山市,普陀县,普陀分公司,122.30961,29.96311,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局SY,乐谋勋,15305808705,0,否,,,55,1002,3000,ZS-DH-NZ-1.domain,以太网,海莲路,2,2011-06-23,,CT_zj_5809920124,贝尔AC41（虚）,,正常热点,普陀东港海莲路360号剑南春酒业左侧山墙室外,,,
CT_zj_580a1602748,800116370,定海解放东路3G专营店, 电信自有,定海解放东路120号,浙江,舟山市,定海县,定海分公司,122.106937,30.018293,金州,183.152.192.2-183.152.207.254,光纤,A,工程局SY,顾磊,15305809609,0,否,,,26,1001,3000,ZS-DH-NZ-1.domain,以太网,电信营业厅,3,2011-07-20,,CT_zj_58016200391,贝尔AC38（虚）,,正常热点,定海解放东路3G专营店,,,
CT_zj_580b9902750,800299482,普陀沈家门半升洞码头PHS, 其他,普陀沈家门半升洞码头屋顶小灵通基站,浙江,舟山市,普陀县,普陀分公司,122.31703,29.94394,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,86,1002,3000,ZS-DH-NZ-1.domain,以太网,滨港之夜附近及海鲜排挡,2,2011-07-20,,CT_zj_5809920197,贝尔AC41（虚）,,正常热点,普陀沈家门半升洞码头PHS,,,
CT_zj_580a9902983,800199392,定海海山公园烈士事迹陈列馆PHS, 其他,定海海山公园烈士事迹陈列馆外小灵通杆子,浙江,舟山市,定海县,定海分公司,122.09555,30.02845,金州,183.152.192.2-183.152.207.254,光纤,C,依网,顾磊,15305809609,0,否,,,54,1001,3024,ZS-DH-NZ-1.domain,以太网,海山公园,2,2011-08-25,,CT_zj_5809910089,贝尔AC38（虚）,,正常热点,定海海山公园烈士事迹陈列馆PHS,,,
CT_zj_580a9902984,800199393,定海昌国路新村4-6号楼面前交接杆, 其他,定海昌国路新村4-6号楼面前电信交接箱电杆,浙江,舟山市,定海县,定海分公司,122.10475,30.02254,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,顾磊,15305809609,0,否,,,55,1001,3000,ZS-DH-NZ-1.domain,以太网,昌国路和芙蓉洲路交叉口附近街道,3,2011-08-25,,CT_zj_5809910090,贝尔AC38（虚）,,正常热点,定海昌国路新村4-6号楼面前交接杆,,,
CT_zj_580a9902985,800199394,定海昌国路新村4-6号楼PHS, 其他,定海昌国路新村4-6号楼屋顶小灵通基站,浙江,舟山市,定海县,定海分公司,122.10468,30.02272,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,顾磊,15305809609,0,否,,,56,1001,3000,ZS-DH-NZ-1.domain,以太网,东门里招待所及广播电视大学,2,2011-08-25,,CT_zj_5809910091,贝尔AC38（虚）,,正常热点,定海昌国路新村4-6号楼PHS,,,
CT_zj_580a9902986,800199395,定海东大街4号楼前电信杆, 其他,定海东大街4号楼前电信杆,浙江,舟山市,定海县,定海分公司,122.10403,30.01934,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,顾磊,15305809609,0,否,,,57,1001,3000,ZS-DH-NZ-1.domain,以太网,东大街附近街道及店铺,2,2011-08-25,,CT_zj_5809910092,贝尔AC38（虚）,,正常热点,定海东大街4号楼前电信杆,,,
CT_zj_580a9902987,800199396,定海白云花园西大门围墙边电信杆PHS, 其他,定海海纺公寓外,浙江,舟山市,定海县,定海分公司,122.11378,30.00755,金州,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,顾磊,15305809609,0,否,,,59,1001,3000,ZS-DH-NZ-1.domain,以太网,海纺公寓和附近街道及店铺,1,2011-08-25,,CT_zj_5809910093,贝尔AC38（虚）,,正常热点,定海白云花园西大门围墙边电信杆PHS,,,
CT_zj_580b9902989,800299573,普陀东港安康街83号室外, 其他,普陀东港安康街83号,浙江,舟山市,普陀县,普陀分公司,122.31391,29.95488,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,83,1002,3000,ZS-DH-NZ-1.domain,以太网,安康街,2,2011-08-25,,CT_zj_5809920285,贝尔AC41（虚）,,正常热点,普陀东港安康街83号室外,,,
CT_zj_580b9902992,800299576,普陀东港兴普大道28号门面黄金湾车队室外, 其他,普陀东港兴普大道28-5门面黄金湾车队WLAN,浙江,舟山市,普陀县,普陀分公司,122.31892,29.96692,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,231,1002,3000,ZS-DH-NZ-1.domain,以太网,兴普大道28-5号附近店铺,2,2011-08-25,,CT_zj_5809920288,贝尔AC41（虚）,,正常热点,普陀东港兴普大道28号门面黄金湾车队室外,,,
CT_zj_580b9902993,800299577,普陀东港渔港城市酒店PHS, 其他,普陀东港渔港城市酒店楼顶PHS基站WLAN,浙江,舟山市,普陀县,普陀分公司,122.3198,29.96555,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,232,1002,3000,ZS-DH-NZ-1.domain,以太网,酒店附近区域,2,2011-08-25,,CT_zj_5809920289,贝尔AC41（虚）,,正常热点,普陀东港渔港城市酒店PHS,,,
CT_zj_580b9902995,800299578,普陀东港海华路475号康达装饰店室外, 其他,普陀东港海华路475号（康达装饰店）WLAN,浙江,舟山市,普陀县,普陀分公司,122.31242,29.96602,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,234,1002,3000,ZS-DH-NZ-1.domain,以太网,装饰店附近区域,2,2011-08-25,,CT_zj_5809920291,贝尔AC41（虚）,,正常热点,普陀东港海华路475号康达装饰店室外,,,
CT_zj_580b9903007,800299587,普陀东港海莲路一站式汽车服务专营店室外, 其他,东港海莲路一站式汽车服务专营店（加油站对面）WLAN,浙江,舟山市,普陀县,普陀分公司,122.31042,29.96723,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,239,1002,3000,ZS-DH-NZ-1.domain,以太网,海印路附近店铺,2,2011-08-25,,CT_zj_5809920300,贝尔AC41（虚）,,正常热点,普陀东港海莲路一站式汽车服务专营店室外,,,
CT_zj_580b9903008,800299588,普陀东港金城街达维汽车美容中心室外, 其他,东港金城街达维汽车美容中心WLAN,浙江,舟山市,普陀县,普陀分公司,122.31289,29.96422,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,240,1002,3000,ZS-DH-NZ-1.domain,以太网,金城街附近店铺,2,2011-08-25,,CT_zj_5809920301,贝尔AC41（虚）,,正常热点,普陀东港金城街达维汽车美容中心室外,,,
CT_zj_580b9903009,800299589,普陀东港海珠路54号对面P005电信杆, 其他,普陀东港海珠路54号对面P005杆WLAN,浙江,舟山市,普陀县,普陀分公司,122.31094,29.95651,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,243,1002,3000,ZS-DH-NZ-1.domain,以太网,54号附近店铺,3,2011-08-25,,CT_zj_5809920302,贝尔AC41（虚）,,正常热点,普陀东港海珠路54号对面P005电信杆,,,
CT_zj_580b9903010,800299590,普陀东港海印路352号诚信烟酒水果行室外, 其他,东港海印路352号诚信烟酒水果行WLAN,浙江,舟山市,普陀县,普陀分公司,122.31356,29.95921,工程局,183.152.192.2-183.152.207.254,光纤,A,工程局SY,乐谋勋,15305808705,0,否,,,244,1002,3000,ZS-DH-NZ-1.domain,以太网,352号附近店铺,2,2011-08-25,,CT_zj_5809920303,贝尔AC41（虚）,,正常热点,普陀东港海印路352号诚信烟酒水果行室外,,,
CT_zj_580b9903011,800299591,普陀东港台贸商城南楼11号副食品超市室外, 其他,东港台贸商城南楼11号（副食品超市）WLAN,浙江,舟山市,普陀县,普陀分公司,122.31516,29.96593,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,245,1002,3000,ZS-DH-NZ-1.domain,以太网,附近店铺,2,2011-08-25,,CT_zj_5809920304,贝尔AC41（虚）,,正常热点,普陀东港台贸商城南楼11号副食品超市室外,,,
CT_zj_580b9903015,800299592,普陀东港海华路119号对面P002电信杆, 其他,东港海华路119号对面P002杆（海华路P004号杆上）,浙江,舟山市,普陀县,普陀分公司,122.31125,29.95792,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,246,1002,3000,ZS-DH-NZ-1.domain,以太网,附近店铺,2,2011-08-25,,CT_zj_5809920305,贝尔AC41（虚）,,正常热点,普陀东港海华路119号对面P002电信杆,,,
CT_zj_580b0702801,800299483,普陀朱家尖国际游艇会所室外, 休闲度假区,普陀朱家尖国际游艇会所-停车场,浙江,舟山市,普陀县,普陀分公司,122.40468,29.91437,工程局,183.152.192.2-183.152.207.254,光纤,B,国人,乐谋勋,15305808705,0,否,,,151,1002,3035,ZS-DH-NZ-1.domain,以太网,会所三楼,1,2011-08-01,,CT_zj_5800720052,贝尔AC41（虚）,,正常热点,普陀朱家尖国际游艇会所室外,,,
CT_zj_580b0702802,800299484,普陀朱家尖国际游艇会所停船码头室外, 休闲度假区,普陀朱家尖国际游艇会所-停船码头,浙江,舟山市,普陀县,普陀分公司,122.40468,29.91437,工程局,183.152.192.2-183.152.207.254,光纤,B,国人,乐谋勋,15305808705,0,否,,,150,1002,3035,ZS-DH-NZ-1.domain,以太网,停船码头,1,2011-08-01,,CT_zj_5800720053,贝尔AC41（虚）,,正常热点,普陀朱家尖国际游艇会所停船码头室外,,,
CT_zj_580b0702803,800299485,普陀朱家尖筲箕湾观景平台边电信杆, 休闲度假区,普陀朱家尖筲箕湾观景平台,浙江,舟山市,普陀县,普陀分公司,122.38007,29.85385,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,137,1002,3043,ZS-DH-NZ-1.domain,以太网,筲箕湾观景平台附近,1,2011-08-01,,CT_zj_5800720054,贝尔AC41（虚）,,正常热点,普陀朱家尖筲箕湾观景平台边电信杆,,,
CT_zj_580b0702804,800299486,普陀朱家尖竹深小院, 休闲度假区,普陀朱家尖竹深小院屋顶,浙江,舟山市,普陀县,普陀分公司,122.40324,29.88456,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,141,1002,3034,ZS-DH-NZ-1.domain,以太网,南沙停车场附近,3,2011-08-01,,CT_zj_5800720055,贝尔AC41（虚）,,正常热点,普陀朱家尖竹深小院,,,
CT_zj_580b0702806,800299487,普陀朱家尖大青山售票处边监控杆, 休闲度假区,普陀朱家尖大青山售票处,浙江,舟山市,普陀县,普陀分公司,122.38986,29.86926,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,142,1002,3034,ZS-DH-NZ-1.domain,以太网,大青山售票处附近,1,2011-08-01,,CT_zj_5800720056,贝尔AC41（虚）,,正常热点,普陀朱家尖大青山售票处边监控杆,,,
CT_zj_580b0702807,800299488,普陀朱家尖大青山公园管理处停车场室外, 休闲度假区,普陀朱家尖大青山公园管理处停车场,浙江,舟山市,普陀县,普陀分公司,122.39372,29.86344,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,159,1002,3043,ZS-DH-NZ-1.domain,以太网,管理处停车场附近,1,2011-08-01,,CT_zj_5800720057,贝尔AC41（虚）,,正常热点,普陀朱家尖大青山公园管理处停车场室外,,,
CT_zj_580b0702809,800299490,普陀朱家尖大青山里沙游客服务部室外, 休闲度假区,普陀朱家尖大青山里沙游客服务部,浙江,舟山市,普陀县,普陀分公司,122.39131,29.86121,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,145,1002,3043,ZS-DH-NZ-1.domain,以太网,里沙游客服务部附近,2,2011-08-01,,CT_zj_5800720059,贝尔AC41（虚）,,正常热点,普陀朱家尖大青山里沙游客服务部室外,,,
CT_zj_580b0702810,800299491,普陀朱家尖大青山里沙小木屋室外, 休闲度假区,普陀朱家尖大青山里沙小木屋,浙江,舟山市,普陀县,普陀分公司,122.39132,29.85993,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,146,1002,3043,ZS-DH-NZ-1.domain,以太网,里沙小木屋附近,2,2011-08-01,,CT_zj_5800720060,贝尔AC41（虚）,,正常热点,普陀朱家尖大青山里沙小木屋室外,,,
CT_zj_580b0702811,800299492,普陀朱家尖大青山里沙服务点室外, 休闲度假区,普陀朱家尖大青山里沙服务点,浙江,舟山市,普陀县,普陀分公司,122.39058,29.85854,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,147,1002,3043,ZS-DH-NZ-1.domain,以太网,里沙服务点附近,1,2011-08-01,,CT_zj_5800720061,贝尔AC41（虚）,,正常热点,普陀朱家尖大青山里沙服务点室外,,,
CT_zj_580b0702812,800299493,普陀朱家尖大青山青山湖室外, 休闲度假区,普陀朱家尖大青山青山湖,浙江,舟山市,普陀县,普陀分公司,122.38654,29.85881,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,161,1002,3043,ZS-DH-NZ-1.domain,以太网,青山湖附近,1,2011-08-01,,CT_zj_5800720062,贝尔AC41（虚）,,正常热点,普陀朱家尖大青山青山湖室外,,,
CT_zj_580b0702813,800299494,普陀朱家尖东沙农家海鲜排挡边电信杆, 休闲度假区,普陀朱家尖东沙农家海鲜排挡WLAN,浙江,舟山市,普陀县,普陀分公司,122.41148,29.88343,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局FZ,乐谋勋,15305808705,0,否,,,162,1002,3048,ZS-DH-NZ-1.domain,以太网,农家排档附近,1,2011-08-01,,CT_zj_5800720063,贝尔AC41（虚）,,正常热点,普陀朱家尖东沙农家海鲜排挡边电信杆,,,
CT_zj_580b0602814,800299495,普陀朱家尖海天台宾馆, 宾馆酒店,舟山市朱家尖情人岛,浙江,舟山市,普陀县,普陀分公司,122.41143,29.881909,工程局,183.152.192.2-183.152.207.254,光纤,B,京信,乐谋勋,15305808705,0,是,,,168,1002,3033,ZS-DH-NZ-1.domain,以太网,北部辅楼1-3F,7,2011-08-01,,CT_zj_5800620078,贝尔AC41（虚）,,正常热点,普陀朱家尖海天台宾馆,,,
CT_zj_580b9902867,800299530,普陀朱家尖金沙路47号室外, 其他,普陀朱家尖金沙路47号2,浙江,舟山市,普陀县,普陀分公司,122.38518,29.91701,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,120,1002,3000,ZS-DH-NZ-1.domain,以太网,金沙路,2,2011-08-04,,CT_zj_5809920246,贝尔AC41（虚）,,正常热点,普陀朱家尖金沙路47号室外,,,
CT_zj_580a0602869,800106383,定海解放东路晴岛宾馆, 宾馆酒店,定海解放东路120号,浙江,舟山市,定海县,定海分公司,122.106996,30.018208,金州,183.152.192.2-183.152.207.254,光纤,B,工程局SY,顾磊,15305809609,0,是,,,37,1001,3000,ZS-DH-NZ-1.domain,以太网,全覆盖,2,2011-08-04,,CT_zj_5800610043,贝尔AC38（虚）,,正常热点,定海解放东路晴岛宾馆,,,
CT_zj_580a0602896,800106387,定海高佳庄大酒店, 宾馆酒店,舟山市定海区东海东路,浙江,舟山市,定海县,定海分公司,122.10565,30.01554,金州,183.152.192.2-183.152.207.254,光纤,C,国人,顾磊,15305809609,0,是,,,46,1001,3024,ZS-DH-NZ-1.domain,以太网,全覆盖,3,2011-08-09,,CT_zj_5800610045,贝尔AC38（虚）,,正常热点,定海高佳庄大酒店,,,
CT_zj_580b9903000,800299580,普陀东港台贸海诸馨咖啡馆对面个人公司室外, 其他,普陀东港台贸海诸馨咖啡馆对面个人公司门面WLAN,浙江,舟山市,普陀县,普陀分公司,122.31562,29.96569,工程局,183.152.192.2-183.152.207.254,光纤,B,工程局SY,乐谋勋,15305808705,0,否,,,233,1002,3000,ZS-DH-NZ-1.domain,以太网,咖啡馆附近区域,2,2011-08-25,,CT_zj_5809920293,贝尔AC41（虚）,,正常热点,普陀东港台贸海诸馨咖啡馆对面个人公司室外,,,
CT_zj_580d1603023,800316139,岱山东沙泥峙电信营业厅, 电信自有,泥峙电信营业厅,浙江,舟山市,岱山县,岱山分公司,122.17195,30.30349,金州,183.152.192.2-183.152.207.254,光纤,B,工程局SY,营业厅,7076004,0,否,,,1104,1023,3024,ZS-DH-NZ-1.domain,以太网,泥峙电信营业厅,1,2011-08-31,,CT_zj_58016300010,网件AC6（虚）,,正常热点,岱山东沙泥峙电信营业厅,,,
CT_zj_580d1603024,800316140,岱山秀山电信营业厅, 电信自有,秀山电信营业厅,浙江,舟山市,岱山县,岱山分公司,122.16654,30.18572,金州,183.152.192.2-183.152.207.254,光纤,C,工程局SY,营业厅,4735113,0,否,,,1105,1023,3024,ZS-DH-NZ-1.domain,以太网,秀山电信营业厅,2,2011-08-31,,CT_zj_58016300011,网件AC6（虚）,,正常热点,岱山秀山电信营业厅,,,
CT_zj_580b0702712,800299455,普陀朱家尖乌石塘香莲村P127A01电信杆, 休闲度假区,普陀朱家尖乌石塘香莲村P127-A01杆,浙江,舟山市,普陀县,普陀分公司,122.40074,29.92366,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,98,1002,3000,ZS-DH-NZ-1.domain,以太网,乌石塘景区,2,2011-07-15,,CT_zj_5800720033,贝尔AC41（虚）,,正常热点,普陀朱家尖乌石塘香莲村P127A01电信杆,,,
CT_zj_580b0702714,800299457,普陀朱家尖乌石塘景区电信杆, 休闲度假区,普陀朱家尖风景区新立杆,浙江,舟山市,普陀县,普陀分公司,122.39927,29.9221,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,100,1002,3000,ZS-DH-NZ-1.domain,以太网,附近道路,2,2011-07-15,,CT_zj_5800720035,贝尔AC41（虚）,,正常热点,普陀朱家尖乌石塘景区电信杆,,,
CT_zj_580b0702715,800299458,普陀朱家尖乌石塘海鲜排挡后电信杆, 休闲度假区,普陀乌石塘海鲜排挡后电信杆,浙江,舟山市,普陀县,普陀分公司,122.40076,29.92104,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,101,1002,3000,ZS-DH-NZ-1.domain,以太网,附近道路,3,2011-07-15,,CT_zj_5800720036,贝尔AC41（虚）,,正常热点,普陀朱家尖乌石塘海鲜排挡后电信杆,,,
CT_zj_580b0702716,800299459,普陀朱家尖乌石塘海之恋前电信杆, 休闲度假区,普陀乌石塘海之恋前电信杆,浙江,舟山市,普陀县,普陀分公司,122.4007,29.91965,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,102,1002,3000,ZS-DH-NZ-1.domain,以太网,附近道路,3,2011-07-15,,CT_zj_5800720037,贝尔AC41（虚）,,正常热点,普陀朱家尖乌石塘海之恋前电信杆,,,
CT_zj_580b0702717,800299460,普陀朱家尖乌石塘龙尾酒家前电信杆, 休闲度假区,普陀乌石塘龙尾酒家前电信杆,浙江,舟山市,普陀县,普陀分公司,122.40063,29.9203,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,103,1002,3000,ZS-DH-NZ-1.domain,以太网,附近道路,2,2011-07-15,,CT_zj_5800720038,贝尔AC41（虚）,,正常热点,普陀朱家尖乌石塘龙尾酒家前电信杆,,,
CT_zj_580b0702718,800299461,普陀朱家尖乌石塘龙亭海鲜馆旁电信杆, 休闲度假区,普陀乌石塘龙亭海鲜馆旁电信杆,浙江,舟山市,普陀县,普陀分公司,122.40066,29.91917,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,104,1002,3000,ZS-DH-NZ-1.domain,以太网,附近道路,1,2011-07-15,,CT_zj_5800720039,贝尔AC41（虚）,,正常热点,普陀朱家尖乌石塘龙亭海鲜馆旁电信杆,,,
CT_zj_580b0702719,800299462,普陀朱家尖乌石塘云海山庄前电信杆, 休闲度假区,普陀乌石塘云海山庄前电信杆,浙江,舟山市,普陀县,普陀分公司,122.39975,29.92167,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,105,1002,3000,ZS-DH-NZ-1.domain,以太网,附近道路,2,2011-07-15,,CT_zj_5800720040,贝尔AC41（虚）,,正常热点,普陀朱家尖乌石塘云海山庄前电信杆,,,
CT_zj_580b1102721,800211463,普陀浦西网新科技置业大厦, 商务楼,普陀浦西网新科技置业大厦,浙江,舟山市,普陀县,普陀分公司,122.23657,29.97359,工程局,183.152.192.2-183.152.207.254,光纤,C,国人,乐谋勋,15305808705,0,是,,,445,1002,3029,ZS-DH-NZ-1.domain,以太网,全覆盖,28,2011-07-18,,CT_zj_5801120027,贝尔AC41（虚）,,正常热点,普陀浦西网新科技置业大厦,,,
CT_zj_580b9902725,800299464,普陀朱家尖莲花路7号室外, 其他,普陀朱家尖莲花路7号WLAN2,浙江,舟山市,普陀县,普陀分公司,122.38486,29.91761,工程局,183.152.192.2-183.152.207.254,光纤,C,工程局SY,乐谋勋,15305808705,0,否,,,106,1002,3000,ZS-DH-NZ-1.domain,以太网,莲花路,2,2011-07-19,,CT_zj_5809920179,贝尔AC41（虚）,,正常热点,普陀朱家尖莲花路7号室外,,,
